Serial Number,Company Name,Employee Markme,Description,Leave
28774,ExaVault,Hettie,yunithome,3
28775,Better Mortgage,Davin,fieldphone,6
28776,Powerhouse,Dave,poweredbypennies,9
28777,iO Genesys Inc.,Mabel,fcsi,5
28778,Simple But Needed Inc.,Sidney,moonshotbrands,3
28779,Riffyn,RON,linqsoftware,3
28780,Ceres Imaging,Louis,skyloom,6
28781,Zorroa,Laura,rxredefined,1
28782,Daily Kos,Rubie,meruscase,0
28783,SnapStrat Inc.,Annie,qwasar,1
28784,Mastek,Lassie,yunithome,0
28785,LINQ Software,PAUL,broadly,9
28786,Cloudstead,Rebecca,taote.shop,4
28787,TargetX,Rosie,sbnsoftware,6
28788,lloyds,Leslie,moonshotbrands,2
28789,Big Run Studios,Lenora,specosystems,7
28790,JCP,Trudie,renewfinancial,6
28791,Gazprom,Jim Andrson,aerialspac.es,0
28792,Kaiser Permanente,Jean,swingtalent,3
28793,DeepMedia AI,Clarence,bodega,5
28794,SwingSearch,Green,axiomcloud,3
28795,Schoolzilla,Simon,rockbot,0
28796,Binti,Simon,cashbet,8
28797,Chemistry,Ellen,capology,0
28798,MMWD,Era,skillprint,0
28799,Merus,Hanary,propellerlabs,9
28800,Google,Anne,www.pandora,0
28801,The Clorox Company,Jim Andrson,gravitational,8
28802,Walmart,Glennie,99designs,5
28803,MMWD,Myrtle,cloudstead,9
28804,KindWhale,Emmie,gravitational,3
28805,Fivetran,Anne,getthru,0
28806,SwingSearch,Katie,babylist,8
28807,Merus,Mabel,aerialspac.es,5
28808,Financial Computer Support Inc.,Gennie,mynd,6
28809,BriteHub,Simon,ratecred,8
28810,Lucid,Nellie,proxifile,4
28811,Allganize,Ellen,breezy,3
28812,Outlier,Mabel,IT Company,5
28813,KBC Staffing,RON,tequitable,7
28814,Flo AI,Vishwa,swingtalent,9
28815,The Hood Incubator,Lorraine,polysign,2
28816,PolySign,Hollis,grasshopperkiosks,0
28817,Cintric,Ernest,qwasar,3
28818,Manhattan,Bettie,mct,7
28819,Huue,Richard,babylist,6
28820,Kalabox,RON,www.pandora,5
28821,HCL,Sarah,ideabuilder,7
28822,Trace Data,Trudie,pogofin,0
28823,Oracle,Sidney,legalpassage,8
28824,OPAL QUALITY SYSTEM MGMT.,Dovie,vibryant,2
28825,Palo Colorado Software.,PETER,yunithome,4
28826,WeDrop Software,Rosie,deepmedia,3
28827,Apple,Tressie,sbnsoftware,0
28828,Capology,Dinesh David,everlaw,6
28829,Moonshot Brands,Anne,fcsi,5
28830,productboard,Clarence,lunaimaging,1
28831,yozio,Goldie,wedrop,2
28832,Propeller Labs,Luke,exavault,9
28833,SUB4ME INC,Cleo,montclairadvisors,9
28834,Koya Medical,Vishwa,tequitable,7
28835,NanoVMs Inc,Simon,meruscase,0
28836,Customer Lobby,Edward,oncue,4
28837,Samsung,Willie,lunaimaging,9
28838,ENVision mobile,Edward,capology,6
28839,Infosys,Aline,hayden,2
28840,Zorroa,James,turnitin,6
28841,NOKIA,Trudie,skyloom,0
28842,Luna Information Systems,Hettie,broadly,1
28843,Frontleaf,Abbie,comcate,9
28844,Ask Media Group,Alfred,liferaft,6
28845,VSCO,Simon,ratecred,9
28846,Babylist,Clarence,saferize,0
28847,Shared Process Ecosystems,Gerald,flipcause,2
28848,BuildSite,Myrtis,kalabox.kalamuna,3
28849,Shell,Edward,parsleysoftware,4
28850,Sun Microsystem,Moses,taote.shop,6
28851,Servant,Emmett,99designs,0
28852,productboard,Jim Andrson,metritech,1
28853,Quosap,Myrtle,www.neyborly,2
28854,Skyloom Global,Vishwa,yarden.garden,1
28855,UHG,Tommy,rxredefined,4
28856,Distru,Lorraine,techliminal,9
28857,Propeller Labs,Porter,wedrop,3
28858,Capology,Ossie,kbcstaffing,7
28859,lloyds,Gennie,www.boxbot,1
28860,Breezy,Warhol,manifold,2
28861,TargetX,William,vibryant,4
28862,Omicia,Lassie,World IT,7
28863,Resolve,Clyde,binti,1
28864,Nearby,Alma,zorroa,1
28865,Roofstock,Fannie,www.trellisgrows,1
28866,lvl Analytics,Rebecca,palocolorado,4
28867,Better Mortgage,Porter,parsleysoftware,6
28868,LendUp,Lorraine,broadly,3
28869,Pine Park Health,King,candlecrm,1
28870,Nearby,Ralph,glassbreakers,2
28871,Toole Design Group,David,vibryant,1
28872,Axiom Cloud,Leslie,manifold,2
28873,ShopPad,Willie,kaiserpermanente,0
28874,TargetX,David,glassbreakers,8
28875,Axiom Cloud,Ralph,linqsoftware,7
28876,BriteHub,RON,guideapp,6
28877,Shared Process Ecosystems,KELLY,bki,4
28878,CISCO,Hettie,manifold,8
28879,GetThru,Fannie,britehub,6
28880,Litterati,Sarah,getthru,0
28881,Skilltapp Inc.,Leslie,aerialspac.es,9
28882,Pyka,Annie,sub4.me,6
28883,Abstract,Glennie,fivetran,4
28884,Oncue,Tommy,mmwd,9
28885,Trace Data,Luke,swig,5
28886,Renew Financial,Trudie,grasshopperkiosks,1
28887,Manifold,Ellen,www.kaporcenter,7
28888,Beezwax,Vishwa,www.pandora,2
28889,Chargehound,Joe,vertosa,2
28890,Comfy,Isaac,powerhouse.fund,2
28891,Oncue,Edna,zorroa,6
28892,Binti,Estella,zonetap,5
28893,Oracle,Emmett,www.boxbot,6
28894,Relaso - CRM for Magento E-Commerce,Era,theshoppad,5
28895,Huue,Lenora,yozio,2
28896,Skyloom Global,Myrtle,next,3
28897,NanoVMs Inc,Ellen,yozio,3
28898,Schoolzilla,Evelyn,zonetap,7
28899,Afriex,Jean,storytellerhq,9
28900,Momentum,Bettie,designaction,0
28901,21Tech,Ray,britehub,0
28902,RateCred,Emmett,lucidconnects,4
28903,Kalabox,Ernest,ideabuilder,4
28904,Koya Medical,Alfred,Technology,7
28905,Skilltapp Inc.,Elsie,www.gtwy,5
28906,Tech Liminal,Myrtis,www.hoodincubator,4
28907,PANDORA MEDIA INC.,Abbie,snapstrat,3
28908,amazon,Corine,grasshopperkiosks,2
28909,Kalabox,Glennie,propellerlabs,9
28910,Vidado,Rubie,exavault,8
28911,UHG,Gerald,air-quest,3
28912,EFoundry Consulting,Roshan,FOUNDATION,7
28913,Customer Lobby,Ossie,fotonotes,4
28914,Unionforce,Adolphus,riffyn,9
28915,Ask Media Group,Jean,postly,7
28916,Flexi Network,Dave,swingtalent,8
28917,Kickstart Coding,RON,saferize,7
28918,Nearby,Olanga,xqmsg,7
28919,NanoVMs Inc,Leslie,palocolorado,3
28920,productboard,Nellie,taote.shop,8
28921,Proxifile,David,moonshotbrands,4
28922,CrescendoApp.com,Nellie,qdev,1
28923,Merus,Mamie,vertosa,9
28924,MCT CO,Clyde,relasosales-crm,9
28925,Luna Information Systems,PETER,flo-ai,6
28926,Chemistry,Alma,crescendoapp,3
28927,Daily Kos,Simon,cloudstead,4
28928,DeepMedia AI,Exie,www.kaporcenter,8
28929,Luna Information Systems,Clarence,yarden.garden,2
28930,Simple Dynamics,Ira,ideabuilder,5
28931,Proxifile,Hollis,everlaw,6
28932,Powered by Pennies,Anne,stealthy,6
28933,Fivetran,Vinnie,koyamedical,5
28934,Glancepoint,Gordon,exavault,6
28935,The Hood Incubator,Goldie,helloresolve,4
28936,SquadCast.fm,Nellie,vidado,4
28937,Microsoft,Ralph,www.boxbot,8
28938,SnapStrat Inc.,Sidney,www.trellisgrows,7
28939,Skillprint,Lenora,envisionmobile,4
28940,Saferize,Goldie,trychemistry,2
28941,CrescendoApp.com,Pinkie,mct,2
28942,Cloudstead,Sidney,sub4.me,0
28943,Mynd,Rebecca,theshoppad,6
28944,Shell,Luke,opalqsm,1
28945,Skillprint,Pinkie,simpledynamics,2
28946,Baowu,Jean,efoundryconsulting,0
28947,Glancepoint,Dave,theshoppad,5
28948,Stealthy IM,Ralph,hayden,3
28949,Illuminate Ventures,Lassie,IT Challange,5
28950,Liferaft,Dave,sub4.me,9
28951,Google,Adolphus, IT HUB,8
28952,Glassbreakers,Corine,cloudstead,1
28953,Mailchimp,Harvey,mbg,7
28954,Chemistry,Clyde,swingtalent,9
28955,Nana,PETER,abstractcre,4
28956,Liferaft,Jean,launchdarkly,3
28957,Revitalize Venture Studio,Aline,yunithome,7
28958,Spinwheel,Iona,afriexapp,2
28959,Angeloop Inc,Dave,candlecrm,7
28960,Core Loop Games,Laura,flexiwork,7
28961,ShopPad,Porter,snapstrat,7
28962,LINQ Software,Tressie,meruscase,0
28963,Simple But Needed Inc.,Edward,montclairadvisors,3
28964,VSCO,Roshan,outlier,7
28965,Roofstock,Mabel,cloudstead,8
28966,Chemistry,RON,sub4.me,5
28967,Toole Design Group,Aline,vibryant,7
28968,Mailchimp,Richard,comfyapp,2
28969,GetThru,Julius,kickstartcoding,2
28970,CashBet,William,yunithome,8
28971,LendUp,Laura,www.gtwy,2
28972,Comcate,Rebecca,broadly,4
28973,Samsung,Vinnie,designaction,6
28974,SnapStrat Inc.,Sidney,palocolorado,4
28975,Bedrock Analytics,Clyde,even,4
28976,Chargehound,Moses,babylist,4
28977,Kapor Center for Social Impact,Wilson,saferize,4
28978,FotoNotes,Roshan,www.askmediagroup,6
28979,Micromax,Ernest,joinmosaic,3
28980,npm,Nellie,better,9
28981,Distru,Richard,aerialspac.es,8
28982,Marqeta,Sachin,chargehound,8
28983,Mainz Brady Group,Hettie,exavault,3
28984,21Tech,Myrtle,roofstock,6
28985,Kato,Thelma,taote.shop,2
28986,Kato,Warhol,cadency,3
28987,CrescendoApp.com,Edna,customerlobby,0
28988,Kato,Roshan,cadency,7
28989,Google,Green,IT Challange,0
28990,Etracker,Luke,theshoppad,8
28991,Hewai,Annie,flo-ai,4
28992,Radical Designs,Ira,appsmyth,9
28993,SUB4ME INC,Tommy,sparkart,8
28994,Enwoven,Olanga,illuminate,6
28995,Boxbot,James,radicaldesigns,4
28996,Oyster,Green,kindwhale,0
28997,Sun Microsystem,Sachin,givemomentum,6
28998,Beezwax,Estella,parsleysoftware,1
28999,Fluid,Robert,hingeto,7
29000,Yunit,Jimmy,yozio,8
29001,Unchained Logistics,Vinnie,simpledynamics,4
29002,Babylist,Trudie,cadency,9
29003,Breezy,Dave,mayvenn,8
29004,Logistix Solutions,Dessie,www.gtwy,1
29005,Kaiser Permanente,Glennie,www.askmediagroup,9
29006,TradeLanes,Robert,rxredefined,5
29007,Vertosa,Margie,chargehound,0
29008,Powerhouse,Vishwa,unagiscooters,9
29009,Ask Media Group,Anne,relasosales-crm,7
29010,ShopPad,Margie,tooledesign,6
29011,TCS,RON,kalabox.kalamuna,1
29012,Lucid,Nellie,guideapp,3
29013,Core Loop Games,Dennis,illuminate,9
29014,OPAL QUALITY SYSTEM MGMT.,Tommy,comcate,3
29015,productboard,Jeanette,joro,8
29016,Better Mortgage,Tressie,designaction,3
29017,KindWhale,Sidney,stealthy,7
29018,Revitalize Venture Studio,William,parsleysoftware,4
29019,Grasshopper Kiosks,Dinesh David,www.boxbot,5
29020,Kalabox,William,aerialspac.es,2
29021,SPARKART GROUP INC,David,propellerlabs,2
29022,Oncue,Porter,aerialspac.es,0
29023,Spinwheel,Annie,helloresolve,9
29024,q{Dev} LLC,Ray,capology,9
29025,HCL,William,koyamedical,9
29026,Kalabox,Exie,rockbot,8
29027,Divine Interventures,Sachin,allganize,8
29028,Flipcause,Elsie,bki,1
29029,Hewai,Margie,britehub,5
29030,Angeloop Inc,Simon,tequitable,6
29031,Roofstock,Louis,bigrunstudios,5
29032,Samsung,Harvey,schoolzilla,5
29033,Flipcause,William,pogofin,5
29034,Joro,Davin,proxifile,9
29035,Neyborly,Lillian,FOUNDATION,0
29036,Hingeto,Clyde,xqmsg,3
29037,Gazprom,Bettie,yunithome,4
29038,CrescendoApp.com,Mabel,vertosa,8
29039,Mynd,Dovie,radicaldesigns,9
29040,Viable Fit,Edward,distru,0
29041,CISCO,Ernest,www.kaporcenter,9
29042,Turnitin,Julius,mmwd,6
29043,Vi Bryant,Clyde,grasshopperkiosks,1
29044,Guide,Exie,flo-ai,0
29045,Next Tech,Estella,kato,1
29046,Trellis,Ralph,candlecrm,1
29047,Lucid,William,yarden.garden,9
29048,BriteHub,Ralph,schoolzilla,2
29049,swiss,Moses,mbg,3
29050,Simple But Needed Inc.,Emmett, IT HUB,3
29051,Next Tech,Liza,cadency,3
29052,npm,Anne,kalabox.kalamuna,5
29053,Joro,Rosie,bki,7
29054,Outlier,Annie,britehub,5
29055,EFoundry Consulting,Elsie,vsco,7
29056,Legal Passage,Dinesh David,tracedata,0
29057,Vertosa,Bettie,bedrockanalytics,1
29058,Mphasis,Hanary,yozio,8
29059,Trace Data,Simon,renewfinancial,0
29060,Turnitin,Vishwa,www.neyborly,9
29061,Vidado,Thelma,launchdarkly,2
29062,Resolve,Vishwa,capology,5
29063,Logistix Solutions,Fannie,kbcstaffing,6
29064,Viable Fit,Vinnie,mayvenn,3
29065,Legal Passage,Dessie,IT Company,2
29066,CrescendoApp.com,Linnie,illuminate,6
29067,SwingSearch,Josie,yunithome,1
29068,Infosys,Adolphus,fieldphone,6
29069,99designs,Era,moonshotbrands,6
29070,Google,Marion,fivetran,4
29071,Merus,Nellie,envisionmobile,4
29072,Skilltapp Inc.,Davin,divineinterventures,6
29073,Airquest,Emmie,squadcast.fm,4
29074,Hewai,Myrtis,targetx,4
29075,Boxbot,Tressie,IT Company,4
29076,Chargehound,Ossie,cintric,3
29077,Teech Mahindra,Mabel,next,5
29078,lvl Analytics,Dave,liferaft,4
29079,Hingeto,Hanary,legalpassage,7
29080,amazon,PAUL,fieldphone,2
29081,Bloom,Myrtie,logistixsolutions,8
29082,Moonshot Brands,Roshan,lunaimaging,3
29083,UHG,Julius,deferpanic,1
29084,TargetX,Lorraine,nearbyhq,1
29085,Axiom Cloud,Edna,www.npmjs,9
29086,Ceres Imaging,Mamie,bigrunstudios,0
29087,Walmart,Edward,envisionmobile,0
29088,Powerhouse,Gordon,marqeta,1
29089,Oyster,Marion,tinctoriumbio,6
29090,Sependa,Ralph,qdev,8
29091,The Hood Incubator,PETER,specosystems,3
29092,Roofstock,Margie,zonetap,6
29093,Hayden AI,Laura,envisionmobile,5
29094,Logistix Solutions,Rachel,Information Technology,3
29095,Micromax,Corine,helloresolve,7
29096,Trace Data,Fannie,www.neyborly,2
29097,SWIG,Emmett,renewfinancial,2
29098,Schoolzilla,Olanga,flypyka,3
29099,Bedrock Analytics,Cleo,crescendoapp,6
29100,Outlier,Ira,mmwd,5
29101,Comcate,Myrtie,21tech,0
29102,LendUp,Vishwa,mailchimp,8
29103,Ask Media Group,Annie,palocolorado,2
29104,Cadency,Era,storytellerhq,6
29105,Powered by Pennies,Pearlie,www.gtwy,3
29106,Marqeta,Nelson,www.gtwy,9
29107,Roofstock,Laura,FOUNDATION,0
29108,Roofstock,Glennie,kato,5
29109,Servant,Isaac,locuslabs,4
29110,Design Action Collective,Warhol,next,1
29111,Unagi Scooters,Myrtle,iogenesys,9
29112,Kapor Center for Social Impact,Moses,fotonotes,3
29113,Breezy,Rosie,choosefluid,3
29114,Mailchimp,Adolphus,trychemistry,7
29115,Gateway Incubator,Ralph,sependa,0
29116,Frontleaf,Leslie,etrackerllc,2
29117,Etracker,Edna,relasosales-crm,5
29118,Ask Media Group,RON,marqeta,1
29119,lloyds,Emmie,kato,3
29120,Marqeta,Cleo,binti,3
29121,cizna,Aline,designaction,6
29122,Parsley Software,Green,divineinterventures,3
29123,Field Phone,Gennie,mct,2
29124,Broadly,Leslie,vibryant,1
29125,Gravitational,Ray,getthru,5
29126,Even,David,vibryant,5
29127,GetThru,Lorraine,21tech,8
29128,tEQuitable,Alfred,flexiwork,1
29129,SUB4ME INC,James,even,4
29130,Vertosa,Adolphus,efoundryconsulting,4
29131,21Tech,David,flo-ai,2
29132,Hayden AI,Maud,comfyapp,7
29133,HCL,Barbara,deferpanic,0
29134,Simple Dynamics,Liza,mct,7
29135,Unionforce,Jimmy,linqsoftware,0
29136,Stealthy IM,Ernest,cashbet,1
29137,BuildSite,Olanga,99designs,6
29138,Skillprint,Annie,marqeta,3
29139,Omicia,Lucinda,liferaft,9
29140,LocusLabs Inc,Elsie,even,5
29141,GetThru,Ira,britehub,1
29142,Everlaw,Edward,flo-ai,4
29143,Skyloom Global,Myrtle,opalqsm,6
29144,TradeLanes,Rosie,liferaft,3
29145,Moonshot Brands,Aline,rockbot,6
29146,Oracle,Mamie,capology,0
29147,Simple Dynamics,Joe,envisionmobile,3
29148,Binti,Dennis,www.gtwy,8
29149,Illuminate Ventures,Margie,frontleaf,3
29150,Stealthy IM,Rubie,kalabox.kalamuna,5
29151,Samsung,Emmett,gravitational,6
29152,Outlier,Goldie,mbg,7
29153,npm,Jean,riffyn,6
29154,Unagi Scooters,James,lunaimaging,8
29155,Broadly,Trudie,buildsite,6
29156,KindWhale,Jean,FOUNDATION,8
29157,amazon,Richard,linqsoftware,5
29158,Idea Builder,Dinesh David,everlaw,0
29159,LendUp,Adolphus,skyloom,1
29160,Qwasar Silicon valley,Trudie,renewfinancial,4
29161,Viable Fit,Myrtis,distru,5
29162,Frontleaf,Abbie,lvlanalytics,6
29163,Luna Information Systems,Vishwa,www.beezwax,7
29164,The Hood Incubator,Ernest,riffyn,1
29165,Koya Medical,Moses,dialed.space/works,1
29166,Moonshot Brands,Emmitt,nearbyhq,6
29167,AppSmyth Inc.,Lucinda,liferaft,3
29168,Toole Design Group,Jean,vibryant,5
29169,Simple Dynamics,Warhol,swig,3
29170,Proxifile,Rubie,tinctoriumbio,2
29171,Infosys,Emmett,everlaw,6
29172,Nana,Mamie,manifold,8
29173,Skilltapp Inc.,Anne,lucidconnects,1
29174,Airquest,Davin,wedrop,6
29175,Babylist,Lenora,grasshopperkiosks,8
29176,Better Mortgage,Clyde,flypyka,7
29177,Customer Lobby,Sachin,www.beezwax,6
29178,Renew Financial,Evelyn,mayvenn,5
29179,Etracker,Tommy,yunithome,1
29180,Capology,Jeanette,simpledynamics,2
29181,Hingeto,Myrtle,powerhouse.fund,9
29182,Gateway Incubator,Gerald,hingeto,6
29183,Zensar,Hanary,etrackerllc,6
29184,productboard,PAUL,dailykos,4
29185,Qwasar Silicon valley,Rubie,grasshopperkiosks,3
29186,Huue,Mamie,turnitin,6
29187,Propeller Labs,Jean,flexiwork,4
29188,Chargehound,Jimmy,grasshopperkiosks,4
29189,Google,Anne,www.beezwax,0
29190,Stealthy IM,Joe,metritech,5
29191,Saferize,Leslie,qwasar,1
29192,Ceres Imaging,Corine,IT Challange,3
29193,Manifold,Thelma,21tech,4
29194,Unchained Logistics,Myrtle,techliminal,7
29195,Afriex,Nelson,www.neyborly,8
29196,Turnitin,Nellie,axiomcloud,9
29197,Logistix Solutions,Barbara,glassbreakers,1
29198,Shared Process Ecosystems,Tommy,koyamedical,8
29199,Oncue,Jim Andrson,launchdarkly,0
29200,Distru,Thelma,pogofin,9
29201,NOKIA,Alma,flexiwork,5
29202,Binti,PETER,deferpanic,5
29203,swiss,Jeanette,palocolorado,7
29204,Airquest,Exie,litterati,1
29205,Phillips 66,Goldie,lucidconnects,7
29206,Huue,Matrina,mailchimp,6
29207,Joro,Roshan,turnitin,9
29208,NVIDIA,Porter,chargehound,5
29209,Hayden AI,Ralph,givemomentum,9
29210,Better Mortgage,Barbara,ceresimaging,5
29211,TCS,Hanary,manifold,1
29212,Schoolzilla,Robert,legalpassage,6
29213,Teech Mahindra,Cleo,ideabuilder,2
29214,Roofstock,Dinesh David,www.boxbot,7
29215,L&T,Maud,crescendoapp,9
29216,Google,Ernest,envisionmobile,3
29217,Ceres Imaging,Ira,www.neyborly,0
29218,Cintric,Willie,mynd,0
29219,XQ Message,Elsie,www.askmediagroup,1
29220,Chargehound,Edna,vidado,7
29221,Binti,Myrtis,cloudstead,0
29222,BuildSite,Adolphus,schoolzilla,5
29223,RateCred,Sidney,qdev,0
29224,Financial Computer Support Inc.,Tressie,bedrockanalytics,7
29225,SquadCast.fm,Simon,yozio,8
29226,Saferize,Vishwa,targetx,4
29227,Abstract,Robert,candlecrm,1
29228,Flo AI,Jimmy,viable.fit,9
29229,Trellis,KELLY,kalabox.kalamuna,1
29230,99designs,Olanga,tradelanes,2
29231,Pine Park Health,Dennis,appsmyth,6
29232,swiss,Pearlie,crescendoapp,1
29233,Everlaw,Clarence,glancepoint,7
29234,SWIG,Tressie,fivetran,1
29235,Dotshop,Elsie,World IT,7
29236,iO Genesys Inc.,Fannie,qdev,3
29237,Omicia,Nellie,opalqsm,2
29238,productboard,Julius,techliminal,9
29239,Joro,Margie,zorroa,8
29240,Mastek,Jean,sependa,9
29241,Skillprint,Roshan,air-quest,2
29242,MMWD,Wilson,www.kaporcenter,1
29243,Big Run Studios,Pinkie,fcsi,2
29244,Zonetap,PAUL,buildsite,6
29245,ExaVault,Roshan,everlaw,9
29246,RateCred,Gordon,skilltapp,4
29247,Shiru,Alfred,broadly,6
29248,Skilltapp Inc.,Elsie,efoundryconsulting,4
29249,Shell,Sarah,mayvenn,0
29250,Renew Financial,Matrina,IT Challange,3
29251,Relaso - CRM for Magento E-Commerce,Lucinda,IT Company,4
29252,Rockbot,Nelson,frontleaf,0
29253,Next Tech,Richard,www.trellisgrows,2
29254,Pyka,Ossie,flo-ai,5
29255,CandleCRM,Tressie,servant,8
29256,Outlier,Glennie,IT Company,9
29257,Yarden,Jim Andrson,designaction,4
29258,Financial Computer Support Inc.,Rachel,customerlobby,1
29259,Breezy,David,fotonotes,3
29260,AppSmyth Inc.,Marion,vibryant,4
29261,Nearby,Edna,skillprint,4
29262,Axiom Cloud,Rachel,unionforce,9
29263,Rockbot,Lillian,nana academy,8
29264,Fluid,Myrtle,allganize,4
29265,LendUp,Glennie,pogofin,0
29266,Bedrock Analytics,Moses,axiomcloud,3
29267,Kato,Exie,litterati,6
29268,Chemistry,Dovie,polysign,3
29269,Oyster,Warhol,radicaldesigns,7
29270,Infosys,Iona,iogenesys,1
29271,Trace Data,Linnie,xqmsg,7
29272,Dotshop,Jim Andrson,www.boxbot,4
29273,Cadency,PETER,exavault,5
29274,cizna,Linnie,comcate,0
29275,Fluid,Ossie,roofstock,5
29276,LaunchDarkly,Pearlie,cashbet,5
29277,Simple Dynamics,Ellen,oystersoft,9
29278,NVIDIA,Maud,grasshopperkiosks,2
29279,iO Genesys Inc.,Olanga,guideapp,9
29280,Logistix Solutions,Porter,joinbloommunity,9
29281,Pine Park Health,Rachel,ratecred,2
29282,Kapor Center for Social Impact,Ernest,getthru,5
29283,Chargehound,Roshan,kaiserpermanente,6
29284,Next Tech,Wilson,pogofin,3
29285,Vivun,Cleo,chargehound,4
29286,Cintric,Simon,meruscase,9
29287,Babylist,Lorraine,yunithome,8
29288,Manhattan,Anne,ceresimaging,0
29289,Tech Liminal,Ralph,yozio,1
29290,Accenture,Emmett,gravitational,3
29291,Qwasar Silicon valley,KELLY,roofstock,1
29292,Next Tech,Julius,www.askmediagroup,2
29293,TradeLanes,Ossie,metritech,1
29294,21Tech,Ray,cintric,0
29295,Yarden,Edward,getthru,5
29296,TradeLanes,Harvey,www.hoodincubator,8
29297,Ceres Imaging,Jim Andrson,tracedata,6
29298,Outlier,Jean,metritech,5
29299,Oncue,Green,next,3
29300,WeDrop Software,Corine,qwasar,8
29301,Tech Liminal,Luke,montclairadvisors,2
29302,Allganize,Trudie,tequitable,1
29303,Infosys,Marion,abstractcre,8
29304,Skillprint,Exie,air-quest,6
29305,Proxifile,Gennie,customerlobby,9
29306,Quosap,Luke,rxredefined,3
29307,Field Phone,Vinnie,better,3
29308,Postly,Lenora,logistixsolutions,2
29309,CandleCRM,Matrina,logistixsolutions,1
29310,Litterati,Rosie,FOUNDATION,9
29311,Parsley Software,Vishwa,spinwheel,3
29312,Bloom,PETER,qwasar,5
29313,Montclair Advisors LLC,Ray,fotonotes,6
29314,Mosaic,Davin,pogofin,7
29315,Glassbreakers,Liza,tooledesign,2
29316,Guide,Rubie,www.beezwax,7
29317,Kapor Center for Social Impact,Katie,proxifile,9
29318,Design Action Collective,Rachel,mailchimp,7
29319,Stealthy IM,Lenora,sependa,3
29320,Broadly,Barbara,www.hoodincubator,1
29321,Even,James,mynd,8
29322,Bloom,Ellen,mailchimp,0
29323,Moonshot Brands,Liza,skyloom,2
29324,Vi Bryant,Sidney,FOUNDATION,1
29325,CandleCRM,Pinkie,broadly,4
29326,BriteHub,Ira,trychemistry,4
29327,Simple Dynamics,Matrina,www.beezwax,0
29328,SUB4ME INC,Simon,litterati,0
29329,Capology,Roshan,joinbloommunity,2
29330,Powered by Pennies,Lenora,www.hoodincubator,8
29331,NVIDIA,Lucinda,quosap,5
29332,Ceres Imaging,Thelma,yunithome,1
29333,99designs,Ellen,vidado,3
29334,Toole Design Group,Joe,bodega,1
29335,BuildSite,Mabel,babylist,8
29336,TradeLanes,Marion,logistixsolutions,3
29337,Servant,Bettie,vidado,2
29338,Momentum,Julius,hayden,9
29339,Gateway Incubator,Pearlie,kato,5
29340,SquadCast.fm,Warhol,www.askmediagroup,2
29341,GetThru,Anne,chargehound,0
29342,Kato,Julius,wedrop,8
29343,Enwoven,PETER,IT Challange,4
29344,BuildSite,Gordon,legalpassage,1
29345,Storyteller,Alma,babylist,4
29346,LendUp,Willie,Technology,7
29347,Simple But Needed Inc.,Liza,revitalizeventures,5
29348,Turnitin,Tommy,IT Company,4
29349,cizna,Ernest,fabricgenomics,9
29350,Microsoft,Katie,trychemistry,0
29351,Legal Passage,Cleo,spinwheel,0
29352,Montclair Advisors LLC,Wilson,hayden,1
29353,Unionforce,Adolphus,enwoven,6
29354,Flo AI,Wilson,coreloop,9
29355,Vertosa,RON,thecloroxcompany,4
29356,Flexi Network,Trudie,next,0
29357,Idea Builder,Myrtie,kbcstaffing,2
29358,Customer Lobby,Fannie,fotonotes,0
29359,EFoundry Consulting,Wilson,candlecrm,8
29360,Hayden AI,PETER,www.trellisgrows,8
29361,EFoundry Consulting,Jim Andrson,fivetran,6
29362,RateCred,Tressie,swig,6
29363,Mynd,Evelyn,techliminal,1
29364,Riffyn,Willie,palocolorado,7
29365,Enwoven,Luke,iogenesys,7
29366,Powerhouse,Dessie,zorroa,4
29367,The Hood Incubator,Laura,crescendoapp,8
29368,Simple But Needed Inc.,Dinesh David,tinctoriumbio,2
29369,Dotshop,Jean,crescendoapp,3
29370,Google,Roshan,saferize,3
29371,Chemistry,Estella,www.askmediagroup,6
29372,MetriTech,James,kindwhale,1
29373,Shared Process Ecosystems,Lorraine,hayden,9
29374,Axiom Cloud,Vinnie,fcsi,1
29375,Proxifile,Sidney,99designs,9
29376,Core Loop Games,Annie,marqeta,0
29377,Rockbot,Aline,liferaft,9
29378,Samsung,Anne,moonshotbrands,6
29379,Vivun,Simon,taote.shop,1
29380,KBC Staffing,Pearlie,buildsite,3
29381,Vi Bryant,Willie,frontleaf,7
29382,Glancepoint,Pearlie,kbcstaffing,8
29383,Binti,Josie,IT Company,9
29384,Mainz Brady Group,Green,mayvenn,5
29385,Shiru,Dave,allganize,4
29386,tEQuitable,King,kaiserpermanente,0
29387,Yunit,Myrtle,angelloop,4
29388,Glassbreakers,Ernest,poweredbypennies,6
29389,CashBet,Evelyn,getthru,7
29390,Proxifile,Jean,relasosales-crm,5
29391,Beezwax,Mabel,litterati,4
29392,Glassbreakers,Tressie,metritech,7
29393,Distru,Mamie,www.hoodincubator,9
29394,PANDORA MEDIA INC.,Era,next,6
29395,Shiru,Lorraine,koyamedical,5
29396,Axiom Cloud,Moses,ratecred,3
29397,TargetX,Estella,bigrunstudios,1
29398,Postly,Fannie,turnitin,0
29399,Huue,Warhol,schoolzilla,3
29400,Hingeto,Ray,cashbet,1
29401,Revitalize Venture Studio,Wilson,qdev,9
29402,Enwoven,Nellie,dailykos,6
29403,LINQ Software,Matrina,www.gtwy,5
